"procedure_code","block","procedure_desc","procedure_short_desc"
"9054700","1467","Repair of muscle or fascia of hand, not elsewhere classified","Repair of muscle or fascia of hand, NEC"
"9054800","1467","Other plastic procedures on hand","Other plastic procedures on hand"
"9054900","1469","Reconstruction of thumb","Reconstruction of thumb"
"9055000","1477","Fitting of prosthesis above knee","Fitting of prosthesis above knee"
"9055001","1496","Fitting of prosthesis of leg, not elsewhere classified","Fitting of prosthesis of leg, NEC"
"9055100","1496","Implantation of prosthetic device of leg","Implantation of prosthetic device of leg"
"9055200","1491","Other repair of hip","Other repair of hip"
"9055300","1496","Fitting of prosthesis below knee","Fitting of prosthesis below knee"
"9055400","1499","Wedge osteotomy of tibia","Wedge osteotomy of tibia"
"9055500","1499","Osteotomy of patella","Osteotomy of patella"
"9055600","1530","Tenolysis of Achilles' flexor or extensor tendon of foot","Tenolysis Achilles' flexor/extensor tend"
"9055700","1533","Disarticulation through toe","Disarticulation through toe"
"9055800","1539","Open reduction of fracture of ankle","Open reduction of fracture of ankle"
"9055900","1543","Arthrodesis of toe","Arthrodesis of toe"
"9056000","1552","Administration of other agent into soft tissue, not elsewhere classified","Admin of other agt into soft tissue NEC"
"9056100","1554","Insertion or replacement of skeletal muscle stimulator","Ins/replace skeletal muscle stimulator"
"9056200","1524","Patella resurfacing","Patella resurfacing"
"9056300","1553","Aspiration of soft tissue, not elsewhere classified","Aspiration of soft tissue, NEC"
"9056400","1554","Implantation or fitting of prosthetic limb device, not elsewhere classified","Impl or fitting prosthetic limb dev NEC"
"9056500","1554","Removal of orthopaedic prosthesis, not elsewhere classified","Removal orthopaedic prosthesis NEC"
"9056600","1554","Removal of skeletal muscle stimulator","Removal of skeletal muscle stimulator"
"9056700","1558","Fasciotomy for upper limb ischaemia","Fasciotomy for upper limb ischaemia"
"9056701","1558","Fasciotomy for lower limb ischaemia","Fasciotomy for lower limb ischaemia"
"9056800","1559","Incision of muscle, not elsewhere classified","Incision of muscle, NEC"
"9056801","1559","Incision of bursa, not elsewhere classified","Incision of bursa, NEC"
"9056802","1559","Incision of soft tissue, not elsewhere classified","Incision of soft tissue, NEC"
"9056900","1556","Osteotomy, not elsewhere classified","Osteotomy, not elsewhere classified"
"9057000","1555","Division of joint capsule, ligament or cartilage, not elsewhere classified","Div jt capsule, ligament, cartilage NEC"
"9057100","1559","Division of adhesions of soft tissue, not elsewhere classified","Div adhes soft tissue NEC"
"9057200","1563","Ostectomy, not elsewhere classified","Ostectomy, not elsewhere classified"
"9057300","1563","Sequestrectomy of other and unspecified musculoskeletal site","Sequestrectomy other & unsp M/S site"
"9057400","1561","Excision of lesion of joint, not elsewhere classified","Excision of lesion of joint, NEC"
"9057401","1561","Excision of joint, not elsewhere classified","Excision of joint, NEC"
"9057500","1566","Excision of soft tissue, not elsewhere classified","Excision of soft tissue, NEC"
"9057600","1393","Spinal fixation without fusion for scoliosis or kyphosis","Spinal fix wo fusion, scoliosis/kyphosis"
"9057700","1565","Procurement of muscle or fascia for graft","Procurement muscle or fascia for graft"
"9057800","1564","Procurement of tendon for graft","Procurement of tendon for graft"
"9057900","1566","Fasciectomy, not elsewhere classified","Fasciectomy, not elsewhere classified"
"9058000","1566","Debridement of open fracture site","Debridement of open fracture site"
"9058100","1567","Reduction of separated epiphysis, not elsewhere classified","Reduction of separated epiphysis, NEC"
"9058200","1568","Suture of ligament, not elsewhere classified","Suture of ligament, NEC"
"9058201","1568","Suture of tendon, not elsewhere classified","Suture of tendon, NEC"
"9058202","1568","Suture of muscle or fascia, not elsewhere classified","Suture of muscle or fascia, NEC"
"9058300","1569","Tendon graft, not elsewhere classified","Tendon graft, not elsewhere classified"
"9058301","1569","Muscle graft, not elsewhere classified","Muscle graft, not elsewhere classified"
"9058400","1572","Transposition of tendon, not elsewhere classified","Transposition of tendon, NEC"
"9058401","1572","Reattachment of tendon, not elsewhere classified","Reattachment of tendon, NEC"
"9058500","1573","Reattachment of muscle, not elsewhere classified","Reattachment of muscle, NEC"
"9058600","1573","Other plastic procedures on muscle, not elsewhere classified","Other plastic procedures on muscle, NEC"
"9058700","1551","Replacement of cast on upper limb","Replacement of cast on upper limb"
"9058701","1551","Replacement of cast on lower limb","Replacement of cast on lower limb"
"9058702","1551","Replacement of cast of other site","Replacement of cast of other site"
"9058703","1551","Replacement of other device for musculoskeletal immobilisation","Replace other device for M/S immobilsn"
"9058800","1571","Osteoclasis","Osteoclasis"
"9058900","1571","Repair of bone, not elsewhere classified","Repair of bone, not elsewhere classified"
"9058901","1574","Repair of ligament, not elsewhere classified","Repair of ligament, NEC"
"9059000","1576","Tendon pulley reconstruction, not elsewhere classified","Tendon pulley reconstruction, NEC"
"9059100","1577","Procedure for acute osteomyelitis of site, not elsewhere classified","Proc for acute osteomyelitis of site NEC"
"9059101","1577","Procedure for chronic osteomyelitis of site, not elsewhere classified","Proc chronic osteomyelitis of site NEC"
"9059200","1579","Separation of equal conjoined twins","Separation of equal conjoined twins"
"9059201","1579","Separation of unequal conjoined twins","Separation of unequal conjoined twins"
"9059300","1579","Other diagnostic procedures on muscle, tendon, fascia or bursa, not elsewhere classified","Oth dx proc muscle tend fascia bursa NEC"
"9059301","1579","Other procedures on muscle, tendon, fascia or bursa, not elsewhere classified","Oth proc muscle tendon fascia bursa NEC"
"9059400","1579","Other diagnostic procedures on bone or joint, not elsewhere classified","Other dx proc on bone or joint NEC"
"9059500","1579","Other procedures on musculoskeletal system, not elsewhere classified","Other proc musculoskeletal system NEC"
"9059600","1378","Rewiring of sternum","Rewiring of sternum"
"9059700","1436","Silastic replacement of distal ulna","Silastic replacement of distal ulna"
"9059800","1520","Other repair of knee","Other repair of knee"
"9059900","1544","Other repair of ankle","Other repair of ankle"
"9060000","1395","Arthroscopic release of adhesions or contracture of shoulder","Arthro release adhes/contract shoulder"
"9060001","1395","Release of adhesions or contracture of shoulder","Release adhesions/contracture shoulder"
"9060100","1554","Arthroscopic lavage of joint, not elsewhere classified","Arthroscopic lavage of joint, NEC"
"9060101","1554","Lavage of joint, not elsewhere classified","Lavage of joint, NEC"
"9060200","1382","Biopsy of intervertebral disc","Biopsy of intervertebral disc"
"9060300","1364","Sequestrectomy of maxilla","Sequestrectomy of maxilla"
"9060301","1364","Sequestrectomy of mandible","Sequestrectomy of mandible"
"9060302","1376","Sequestrectomy of sternum","Sequestrectomy of sternum"
"9060303","1376","Sequestrectomy of rib","Sequestrectomy of rib"
"9060304","1385","Sequestrectomy of vertebra","Sequestrectomy of vertebra"
"9060305","1385","Sequestrectomy of vertebra with spinal cord involvement","Sequestrectomy of vertebra w cord inv"
"9060306","1400","Sequestrectomy of clavicle","Sequestrectomy of clavicle"
"9060307","1400","Sequestrectomy of scapula","Sequestrectomy of scapula"
"9060308","1412","Sequestrectomy of humerus","Sequestrectomy of humerus"
"9060309","1426","Sequestrectomy of radius","Sequestrectomy of radius"
"9060310","1426","Sequestrectomy of ulna","Sequestrectomy of ulna"
"9060311","1451","Sequestrectomy of carpus","Sequestrectomy of carpus"
"9060312","1450","Sequestrectomy of metacarpus","Sequestrectomy of metacarpus"
"9060313","1450","Sequestrectomy of phalanx of hand","Sequestrectomy of phalanx of hand"
"9060314","1485","Sequestrectomy of pelvic bones","Sequestrectomy of pelvic bones"
"9060315","1485","Sequestrectomy of femur","Sequestrectomy of femur"
"9060316","1504","Sequestrectomy of tibia","Sequestrectomy of tibia"
"9060317","1504","Sequestrectomy of fibula","Sequestrectomy of fibula"
"9060318","1534","Sequestrectomy of tarsus","Sequestrectomy of tarsus"
"9060319","1534","Sequestrectomy of metatarsus","Sequestrectomy of metatarsus"
"9060320","1534","Sequestrectomy of phalanx of foot","Sequestrectomy of phalanx of foot"
"9060400","1578","Correction of bony deformity","Correction of bony deformity"
"9060500","1578","Compression with distraction osteosynthesis","Compression w distraction osteosynthesis"
"9060501","1578","Osteosynthesis, not elsewhere classified","Osteosynthesis, NEC"
"9060600","1661","Removal of facial implant","Removal of facial implant"
"9060601","1661","Removal of other soft tissue implant","Removal of other soft tissue implant"
"9060602","221","Removal of orbital implant","Removal of orbital implant"
"9060700","1489","Resurfacing of hip, unilateral","Resurfacing of hip, unilateral"
"9060701","1489","Resurfacing of hip, bilateral","Resurfacing of hip, bilateral"
"9060800","1561","Procurement of cartilage","Procurement of cartilage"
"9060801","1561","Arthroscopic procurement of cartilage","Arthroscopic procurement of cartilage"
"9060900","1579","Destruction of bone","Destruction of bone"
"9061000","1377","Closed reduction of rib","Closed reduction of rib"
"9061001","1377","Open reduction of rib","Open reduction of rib"
